NAME0,NAME1,NAME1_pinyin,NAME2,NAME2_pinyin,NAME3,BEDROOMS,PRICE,LINK,DESCRIPTION
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,13000,http://bj.zufang.leju.com/detail/272996644/#zn=pc-house-24,CBD四惠地铁高性价比大三居办公，无中介费 随时起租。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,7,http://bj.zufang.leju.com/detail/272995576/#zn=pc-house-25,(出租) 大望路 东方梅地亚 特价485平米 精装带家具
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,1923.8,http://bj.zufang.leju.com/detail/272995543/#zn=pc-house-26,(出租) 直租：四惠通海大厦、整层面积精装修使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,17000,http://bj.zufang.leju.com/detail/272995330/#zn=pc-house-28,UHN国际村 南北通透 3室 不临街
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,18000,http://bj.zufang.leju.com/detail/272995145/#zn=pc-house-29,太阳星城水星园 东西通透 3室 不临街
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,6500,http://bj.zufang.leju.com/detail/272994577/#zn=pc-house-30,人民日报社小区，紧邻金台路金台北街人民日报社团结湖南里东三环
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,1923.8,http://bj.zufang.leju.com/detail/272994574/#zn=pc-house-31,(出租) 直租：四惠通海大厦、整层面积精装修使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,5800,http://bj.zufang.leju.com/detail/272994570/#zn=pc-house-32,0押金可月付/呼家楼新街大院小区紧邻电视台金台夕照国贸CBD
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,15000,http://bj.zufang.leju.com/detail/272994554/#zn=pc-house-33,国际村复式 初次出租 两室两卫生 欧式家具 保持好婚房装 修凤凰
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,8,http://bj.zufang.leju.com/detail/272993314/#zn=pc-house-34,京东 绿地中心320平，精装到顶**，**装修
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,3530,http://bj.zufang.leju.com/detail/272992716/#zn=pc-house-35,《好房源》恒大城大两居，靠谱出租采光好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,3550,http://bj.zufang.leju.com/detail/272992710/#zn=pc-house-36,《好房源》恒大城大两居，靠谱出租采光好，环境好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272646124/#zn=pc-house-3,门口自带水系，东西通透 采光好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272656518/#zn=pc-house-4,九龙山双地铁，精装复式，配套齐全 业态不限
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272517866/#zn=pc-house-5,六一大放送 教育类型可以接受。精装复式
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272517959/#zn=pc-house-6,广渠路精装复式，东西向采光好。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272535222/#zn=pc-house-7,业态不限，可教育医疗，精装复式结构，配套齐全
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272748208/#zn=pc-house-8,合生汇精装复式写字楼。现代感十足 业态不限
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272585926/#zn=pc-house-9,广渠路园区，561平米门前自带水系，风水好，采光好。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272568015/#zn=pc-house-10,阳光财富新出446平米 高区视野好。交通便利
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272689149/#zn=pc-house-11,九龙山双地铁，精装复式，可做教育
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272990701/#zn=pc-house-12,四惠东精装写字楼，1900平米精装带家具 随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272990733/#zn=pc-house-13,九龙山双地铁精装写字楼，680平米复式结构。简约大气
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272852403/#zn=pc-house-14,合生汇双地铁上盖，配套齐全，精装简约复式
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272852521/#zn=pc-house-15,四惠东君天大厦精装半层1900平米  随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272810106/#zn=pc-house-16,通惠河畔精装欧式独栋。大望路区域，交通便利
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272810221/#zn=pc-house-17,九龙山精装复式，现代感十足。配套齐全
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,13,http://bj.zufang.leju.com/detail/272400745/#zn=pc-house-18,九龙山双地铁，精装复式，只有你想不到的打破常规
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272401297/#zn=pc-house-19,四惠东超大外立面，精装写字楼，工位可容纳80人
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272869608/#zn=pc-house-20,广渠路新园区独栋，面积可改造，门口即是地铁
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272799973/#zn=pc-house-21,阳光财富大厦新出金融遗留整层，使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,4,http://bj.zufang.leju.com/detail/272711699/#zn=pc-house-22,四惠东花园独栋。精装带家具。独立院子。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272711707/#zn=pc-house-23,阳光财富大厦新出整层。金融遗留。拎包入住使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272920700/#zn=pc-house-24,阳光财富新出金融遗留整层，使用率高，交通便利
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272920800/#zn=pc-house-25,四惠东花园独栋，2800平米 花园办公
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272827709/#zn=pc-house-26,欧式独栋，大望路区域，童话中的小镇
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272269996/#zn=pc-house-27,四惠东空中四合院1200平米  文化传媒遗留
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272285961/#zn=pc-house-28,西大望路临街独栋2300平米 随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272622237/#zn=pc-house-29,精装复式，楼下双地铁。 隔壁即是商场。配套齐全。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272604158/#zn=pc-house-30,精装复式，商场0距离。*开心的就是下班之后的买买买吃吃吃
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272604201/#zn=pc-house-31,四惠东新出半层，精装传媒公司遗留。简约时尚
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,6,http://bj.zufang.leju.com/detail/272672275/#zn=pc-house-32,阳光财富广场新出1100平米整层，正对电梯，使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272780866/#zn=pc-house-33,精装复式，商场0距离。 业态不限，现代感十足。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,12,http://bj.zufang.leju.com/detail/272780899/#zn=pc-house-34,大望路通惠小镇可以租了！各种面积欧式独栋满足您的需求
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272936298/#zn=pc-house-35,曲径通幽处。四惠东真正的花园办公，2800平米独栋。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272936333/#zn=pc-house-36,童话世界中的梦幻小镇。1000平米欧式临河独栋
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272909594/#zn=pc-house-1,九龙山地铁上盖，精装复式 简约大气
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272909710/#zn=pc-house-2,竞园附近独栋800平米挑高8米
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,6,http://bj.zufang.leju.com/detail/272269881/#zn=pc-house-3,西大望路临街独栋 2300平米 精装独栋 随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272285674/#zn=pc-house-4,四惠东新出11个 ，80人工位区 超大前台写字楼
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,15,http://bj.zufang.leju.com/detail/272302102/#zn=pc-house-5,九龙山960平米精装 现代大气
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272318455/#zn=pc-house-6,四惠东新出11办公室，80工位大前台写字楼
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,12,http://bj.zufang.leju.com/detail/272340944/#zn=pc-house-7,九龙山地铁上盖，配套齐全，800平米精装****
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272341181/#zn=pc-house-8,四惠东新出精装写字楼80工位
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272356114/#zn=pc-house-9,君天大厦新出1055平米精装写字楼 使用率高
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272356234/#zn=pc-house-10,九龙山新出800平米精装写字楼 ****结构 现代感十足
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,13,http://bj.zufang.leju.com/detail/272367503/#zn=pc-house-11,九龙山精装复式 人性化设计 现代感十足
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272367531/#zn=pc-house-12,四惠东精装空中四合院，除了院子还带露台
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272453268/#zn=pc-house-13,九龙山双地铁，精装复式结构，商场0距离
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272453285/#zn=pc-house-14,广渠路新独栋，东西向采光好。门前自带水系，风水佳
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,13,http://bj.zufang.leju.com/detail/272435710/#zn=pc-house-15,合生汇精装复式结构。高品质写字楼，现代感十足。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272435716/#zn=pc-house-16,四惠东空中四合院。高端大气上档次送露台
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,13,http://bj.zufang.leju.com/detail/272482192/#zn=pc-house-17,六一大放送，教育类型特招。交通便利，紧邻商城
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,4,http://bj.zufang.leju.com/detail/272482276/#zn=pc-house-18,四惠东新出精装整层，四面朝向。交通便利
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,5,http://bj.zufang.leju.com/detail/272972396/#zn=pc-house-19,四惠东花园独栋，私密性好，2800平米互联网影视遗留
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272972486/#zn=pc-house-20,九龙山双地铁，简约复式 结构，现代感十足
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,30000,http://bj.zufang.leju.com/detail/272908554/#zn=pc-house-21,泛海国际香海园+南北三居+元宝户型+家具家电全+送车位+保养好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,30000,http://bj.zufang.leju.com/detail/272935389/#zn=pc-house-22,泛海国际香海园+南北三居+元宝户型+家具家电全+送车位+保养好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",1,13000,http://bj.zufang.leju.com/detail/272935390/#zn=pc-house-23,仅一套！观湖国际高层+南向一居+家具家电全+随时看+保养好+长租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,23000,http://bj.zufang.leju.com/detail/272935392/#zn=pc-house-24,观湖国际南北通透三居+家具家电齐+有钥匙+安静+朝阳公园
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,8,http://bj.zufang.leju.com/detail/272989764/#zn=pc-house-25,京东优选 浦项450平 精装到顶**随时看房
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,15,http://bj.zufang.leju.com/detail/272989763/#zn=pc-house-26,京东优选 启皓中心368平 精装高端品质
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,16000,http://bj.zufang.leju.com/detail/272989664/#zn=pc-house-27,国际村高层3居室，家具家电齐全，可长签，看房方便，临10号线地
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,16000,http://bj.zufang.leju.com/detail/272989657/#zn=pc-house-28,新出裘马都两居室，业主重新装修的   家具家电齐全  随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,17200,http://bj.zufang.leju.com/detail/272989650/#zn=pc-house-29,金星园3居室，有钥匙，随时可看房，家具家电齐全，随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,16000,http://bj.zufang.leju.com/detail/272989634/#zn=pc-house-30,国际村高层3居室，家具家电齐全，可长签，临10号线地铁
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,17000,http://bj.zufang.leju.com/detail/272989632/#zn=pc-house-31,空房三居室，有钥匙，随时看，随时起租，南北通透，高层。
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,17000,http://bj.zufang.leju.com/detail/272989630/#zn=pc-house-32,空房三居室，有钥匙，随时看，随时起租，高层 南北通透
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,16000,http://bj.zufang.leju.com/detail/272989624/#zn=pc-house-33,新出金星园出租三居室，低层 家具家电齐全，随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,17000,http://bj.zufang.leju.com/detail/272989591/#zn=pc-house-34,国际村新出高层南北三居，有钥匙，随时看，空房出租，随时起租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,7,http://bj.zufang.leju.com/detail/272923205/#zn=pc-house-35,大望路 万达广场西区南向看花园1370平招租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,15,http://bj.zufang.leju.com/detail/272923711/#zn=pc-house-36,国贸CBD中服地块正大中心
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,12,http://bj.zufang.leju.com/detail/272924207/#zn=pc-house-1,国贸CBD Z13中国人寿金融中心1500平招商
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,7.5,http://bj.zufang.leju.com/detail/272945867/#zn=pc-house-2,东三环 国贸桥东北 中国樽旁 中服大厦1200平东向招租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,10,http://bj.zufang.leju.com/detail/272945982/#zn=pc-house-3,大望路 双地铁 华贸中心写字楼1座650平东北精装出租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,32000,http://bj.zufang.leju.com/detail/272908540/#zn=pc-house-5,泛海国际香海园+安静不临街+空房租+三居带三卫+保养好+初次租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,16000,http://bj.zufang.leju.com/detail/272988117/#zn=pc-house-6,裘马都 正规2室 位置好
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,16000,http://bj.zufang.leju.com/detail/272988079/#zn=pc-house-7,国际村 环境好，交通便利
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",Studio,8,http://bj.zufang.leju.com/detail/272975070/#zn=pc-house-8,望京  14号楼 来广营站太*大厦2520平整层高配出租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",1,5800,http://bj.zufang.leju.com/detail/272986501/#zn=pc-house-10,安贞惠新西街南口元大都胜古北里中间层一居拎包住来电有折
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,7500,http://bj.zufang.leju.com/detail/272986484/#zn=pc-house-11,中国铁建广场 户型：2室1厅1厨1卫1阳台 7500元 求电
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",1,10000,http://bj.zufang.leju.com/detail/272867605/#zn=pc-house-16,中关村立方庭  精装高层复式  钥匙房  业主急租 办公可注册
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",1,11000,http://bj.zufang.leju.com/detail/272867612/#zn=pc-house-17,中关村立方庭 高层精装东向  钥匙房 业主直租办公注册
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,18500,http://bj.zufang.leju.com/detail/272867614/#zn=pc-house-18,中关村立方庭 南北通透高层 精装 复式 钥匙房 业主直租
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,17000,http://bj.zufang.leju.com/detail/272867616/#zn=pc-house-19,中关村立方庭办公用房136平米复式两居室有装修随时用房
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",1,11000,http://bj.zufang.leju.com/detail/272867621/#zn=pc-house-20,中关村立方庭****复式一居室居家配套齐全86㎡东向高层
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",2,19000,http://bj.zufang.leju.com/detail/272983678/#zn=pc-house-21,【宜居新上房源】大二居，业主诚租家电家具齐全19000聚划算
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,25000,http://bj.zufang.leju.com/detail/272983664/#zn=pc-house-22,【宜居新上房源】高层南北三居 ，家具全齐，随时可以住
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,25000,http://bj.zufang.leju.com/detail/272983643/#zn=pc-house-24,【宜居钥匙房源】南北三居室  诚意出租，家具全齐，随时可以住
China,北京,Beijing,朝阳,Chaoyang,"Chaoyang, Beijing",3,28000,http://bj.zufang.leju.com/detail/272983628/#zn=pc-house-25,【宜居出租好房源】西南观景大三居，双主卧，带储藏间聚划算
