NAME0,NAME1,NAME1_pinyin,NAME2,NAME2_pinyin,NAME3,BEDROOMS,PRICE,LINK,DESCRIPTION,LATITUDE,LONGITUDE
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,5700,http://bj.zufang.leju.com/detail/272022576/#zn=pc-house-20,房子是租的 但生活不是 可以宿舍的一居平房，拎包入住 手慢则无,116.32246,39.9726
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,5500,http://bj.zufang.leju.com/detail/272273184/#zn=pc-house-21,牡丹园 龙翔路小区 精装一居室 看房随时 紧邻地铁10号线,116.380901,39.987446
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,36000,http://bj.zufang.leju.com/detail/273048044/#zn=pc-house-22,西三环内 紫竹院公园边 中海物业 下楼紫竹院 南北观景 车位充足,116.321653,39.95115
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,23000,http://bj.zufang.leju.com/detail/273048035/#zn=pc-house-23,昆玉河边 南北板楼三居室 精致装修 条件宽泛 看房有钥匙,116.304067,39.95425
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,33000,http://bj.zufang.leju.com/detail/273048025/#zn=pc-house-24,真！！主语城南北通透大三居室 安静位置 条件宽泛 看房方便,116.32971,39.939827
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6000,http://bj.zufang.leju.com/detail/273047969/#zn=pc-house-25,常青园一区2室 四季青欧尚玲珑路五路居,116.43106,39.881241
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,8,http://bj.zufang.leju.com/detail/248486820/#zn=pc-house-26,花园桥 西三环（国际财经）150平，精装出租 临近地铁6号线,116.315587,39.941367
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8800,http://bj.zufang.leju.com/detail/272588347/#zn=pc-house-27,逸成东苑，不临街小三居室，双卧客厅南向，采光好,116.356396,40.019377
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,6000,http://bj.zufang.leju.com/detail/272769332/#zn=pc-house-28,水木天成+全南正规一居室+精装修+家具电器齐全+可拎包入住,116.358349,40.034288
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,6500,http://bj.zufang.leju.com/detail/272783469/#zn=pc-house-29,清枫华景园精装大开间，家具电器齐全，不临街，7月中旬后起租,116.354628,40.017115
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,7200,http://bj.zufang.leju.com/detail/273047585/#zn=pc-house-30,恩济里小区三居玲珑路慈寿寺北洼路定慧寺东,116.293224,39.935854
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5300,http://bj.zufang.leju.com/detail/262185503/#zn=pc-house-31,南北通透两居 三层 看房有钥匙 配置齐,116.321201,40.057877
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5300,http://bj.zufang.leju.com/detail/262186765/#zn=pc-house-32,南北通透两居 三层 看房有钥匙 配置齐,116.321201,40.057877
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,6.4,http://bj.zufang.leju.com/detail/273047304/#zn=pc-house-33,建设部大院旁【中国建材大厦】1000平米整层出租 白石桥南,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,6.7,http://bj.zufang.leju.com/detail/273047302/#zn=pc-house-34,西三环 为公桥【海通时代商务中心】457平米 精装出租,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,5.2,http://bj.zufang.leju.com/detail/273047297/#zn=pc-house-35,苏州桥【亿德大厦】800平米 整层精装修 新出房源 低价,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,12.8,http://bj.zufang.leju.com/detail/273047294/#zn=pc-house-36,【精装】中关村西区 【中国电子大厦】500㎡出租 高楼层采光好,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,7.9,http://bj.zufang.leju.com/detail/273047292/#zn=pc-house-1,【新出】中关村西区【银科大厦】367平米 精装修 采光好,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,10.9,http://bj.zufang.leju.com/detail/273047290/#zn=pc-house-2,【五道口】北大东门【清华科技园科技大厦】1450平米整层出租,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,7.9,http://bj.zufang.leju.com/detail/273047283/#zn=pc-house-3,北三环【人民】【数码大厦】466平米 精装开间,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6500,http://bj.zufang.leju.com/detail/273047281/#zn=pc-house-4,定慧西里两居阜成路与西翠路永兴花园酒店电梯房,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,8.4,http://bj.zufang.leju.com/detail/273047280/#zn=pc-house-5,中关村【中关村SOHO】147㎡ 低价出租 可注册 精装,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,7.9,http://bj.zufang.leju.com/detail/273047278/#zn=pc-house-6,中关村苏州街【银科大厦】367平米可注册随时看房随时入住,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,9.9,http://bj.zufang.leju.com/detail/273047275/#zn=pc-house-7,北大东门【清华科技园创业大厦】670平米 装修 大开间,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,9,http://bj.zufang.leju.com/detail/272055174/#zn=pc-house-8,望京 来广营 刚交付精装写字楼 整层起租 可连层 交通便利,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,12800,http://bj.zufang.leju.com/detail/273047184/#zn=pc-house-9,北医塔园路 花园东路 高德 戛纳电梯三居拎包住可以长租月付,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,8800,http://bj.zufang.leju.com/detail/273047042/#zn=pc-house-10,万寿路甲15号院四区东南西钓鱼台万寿路朱各庄电梯房,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,2,http://bj.zufang.leju.com/detail/272932392/#zn=pc-house-11,翠湖云中心 独栋写字楼 面积6000平.价格可议 靠谱出租,116.164755,40.071361
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,2,http://bj.zufang.leju.com/detail/272932394/#zn=pc-house-12,翠湖云中心 独栋写字楼 面积6000平.价格可议 靠谱出租,116.164755,40.071361
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,2,http://bj.zufang.leju.com/detail/272932396/#zn=pc-house-13,翠湖云中心 独栋写字楼 面积6000平.价格可议 靠谱出租,116.164755,40.071361
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,2,http://bj.zufang.leju.com/detail/272932403/#zn=pc-house-14,翠湖云中心 独栋写字楼 面积6000平.价格可议 靠谱出租,116.164755,40.071361
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,2,http://bj.zufang.leju.com/detail/272932407/#zn=pc-house-15,翠湖云中心 独栋写字楼 面积6000平.价格可议 靠谱出租,116.164755,40.071361
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,7000,http://bj.zufang.leju.com/detail/273044606/#zn=pc-house-16,八宝庄小区 西北 航天桥西钓鱼台站阜成路万寿路,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,14500,http://bj.zufang.leju.com/detail/273044389/#zn=pc-house-17,万柳万城华府龙园 正规一居室 明厨明卫 精装修保养好,116.297148,39.978293
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,75000,http://bj.zufang.leju.com/detail/273043665/#zn=pc-house-18,万柳万柳书院 **科技装修3+1户型 看房方便可长租首租,116.299436,39.979142
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5500,http://bj.zufang.leju.com/detail/272984114/#zn=pc-house-19,四季青 田村 西山国际城 田村 两居室 精装 有钥匙可随时看,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4800,http://bj.zufang.leju.com/detail/272984116/#zn=pc-house-20,海淀田村 阜石路北紧邻锦绣大地正规一居出租 欧式装修,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4500,http://bj.zufang.leju.com/detail/272984124/#zn=pc-house-21,海淀田村 锦绣大地附近一居室  业主急租,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4800,http://bj.zufang.leju.com/detail/272984128/#zn=pc-house-22,田村 四季青 西山国际城 ** 一居室 有钥匙,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,5000,http://bj.zufang.leju.com/detail/272984133/#zn=pc-house-23,海淀田村  阜石路北锦绣大地旁 复试精装东向一居室,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5400,http://bj.zufang.leju.com/detail/272984144/#zn=pc-house-24,海淀西四环 业主自住装修 采光好 楼层好 随时看房入住,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,5200,http://bj.zufang.leju.com/detail/272984148/#zn=pc-house-25,田村 四季青 西山国际城 ** 一居室,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4300,http://bj.zufang.leju.com/detail/272984151/#zn=pc-house-26,海淀田村 绿谷洋房 精装修 一居室 带直角阳台 采光好,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4300,http://bj.zufang.leju.com/detail/272984161/#zn=pc-house-27,海淀田村 碧桐园 精装修一居室 家具家电齐全 交通便利,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4000,http://bj.zufang.leju.com/detail/272984167/#zn=pc-house-28,"海淀田村巨山路 西山洋房精装修一居,采光好,有钥匙",116.227,39.9359
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4600,http://bj.zufang.leju.com/detail/272984176/#zn=pc-house-29,海淀田村 碧桐园精装采光超好一居室急租 交通便利,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8500,http://bj.zufang.leju.com/detail/272984189/#zn=pc-house-30,海淀田村 临近锦绣大地 欧式精装三居 采光好 看房随时,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5800,http://bj.zufang.leju.com/detail/272984214/#zn=pc-house-31,锦绣大地旁 绿谷雅园新出南北两居室 看房随时 拎包住,116.224628,39.933735
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4000,http://bj.zufang.leju.com/detail/272984220/#zn=pc-house-32,海淀田村 适宜居住繁华小区 正规一居室 为你而选,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5000,http://bj.zufang.leju.com/detail/272984286/#zn=pc-house-33,海淀 田村西四环 碧桐园 欧式精装一改二 双卫朝阳 好房不多,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4200,http://bj.zufang.leju.com/detail/272984313/#zn=pc-house-34,海淀田村 西山洋房具有书香气息精装一居室 看房方便随时联系我,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5500,http://bj.zufang.leju.com/detail/272984316/#zn=pc-house-35,海淀田村 阜石路与巨山路交叉口 精装修 两居室 随时看房,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4700,http://bj.zufang.leju.com/detail/272984321/#zn=pc-house-36,西山国际城 复式大一居 欧式装修 紧邻双地铁 可ZC办公拎包,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6100,http://bj.zufang.leju.com/detail/272984328/#zn=pc-house-1,海淀西四环外 田村西山洋房 精装小两居室 有钥匙看房随时,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4500,http://bj.zufang.leju.com/detail/272984335/#zn=pc-house-2,"海淀田村国际城,精装双朝向一居,家电家具全齐,拎 包入住",116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6300,http://bj.zufang.leju.com/detail/272984351/#zn=pc-house-3,海淀田村阜石路 锦绣大地精装修 两居室 随时入住 家具家电,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8500,http://bj.zufang.leju.com/detail/272984357/#zn=pc-house-4,"超**大三居急租超**,信息真实可靠新上房源,看房随时",116.256806,39.934142
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6800,http://bj.zufang.leju.com/detail/272984365/#zn=pc-house-5,南北通透 精装修 落地窗 好房急租 舒适安静 拎包即住,116.256286,39.936903
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,6200,http://bj.zufang.leju.com/detail/272984370/#zn=pc-house-6,海淀田村 西山洋房 精装小两居室 有钥匙 随时看房入住,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,6500,http://bj.zufang.leju.com/detail/272984371/#zn=pc-house-7,海淀田村阜石路巨山路 西山洋房 精装修 三居室 交通便利,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,9,http://bj.zufang.leju.com/detail/272929171/#zn=pc-house-8,【茅台大厦】出租北三环安贞马甸写字楼茅台大厦1583平米,116.389556,39.976195
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4200,http://bj.zufang.leju.com/detail/272984373/#zn=pc-house-10,海淀西四环田村巨山路业主急租 精装一居 好房抓紧,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,5000,http://bj.zufang.leju.com/detail/272984375/#zn=pc-house-11,海淀田村 碧桐园 业主自住装修 随时看房 全齐 随时,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8500,http://bj.zufang.leju.com/detail/272984377/#zn=pc-house-12,海淀田村 紧邻锦绣大地 可以办公可居家三居室 随时看房,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8000,http://bj.zufang.leju.com/detail/272984385/#zn=pc-house-13,海淀田村 全敞开式大一居 全部精装修可办公 可居住,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,8000,http://bj.zufang.leju.com/detail/272984388/#zn=pc-house-14,西山国际城 3室2厅2卫 精装修 南北通透三居室 业主着急出租,116.235916,39.932981
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,21000,http://bj.zufang.leju.com/detail/273040107/#zn=pc-house-17,万城华府万泉新新家园 南北通透三居室 景观好安静+车位,116.305484,39.977816
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,21000,http://bj.zufang.leju.com/detail/273039770/#zn=pc-house-19,万城华府万泉新新家园 南北通透三居室 景观好安静+车位,116.305484,39.977816
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,8150,http://bj.zufang.leju.com/detail/273038059/#zn=pc-house-21,北影学院 黄亭子 西土城 北三环中路电梯两居拎包住可合租月付,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,4300,http://bj.zufang.leju.com/detail/273036766/#zn=pc-house-22,高性价比一居甩租，拎包入住，配套便利,116.380558,39.97804
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,9000,http://bj.zufang.leju.com/detail/272853287/#zn=pc-house-23,北洼路高端社区！世纪新景难得一居室！看房随时！真实图片！,116.309467,39.945603
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,18000,http://bj.zufang.leju.com/detail/272919341/#zn=pc-house-24,花园桥 魏公村 豪柏国际公寓 3室 西南  179平,116.318481,39.94513
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,9600,http://bj.zufang.leju.com/detail/273032041/#zn=pc-house-25,牡丹园北里花园路龙翔路 华盛家园 随时看房随时看房拎包入住,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",1,14500,http://bj.zufang.leju.com/detail/273031255/#zn=pc-house-27,万柳万城华府龙园 正规一居室 明厨明卫 精装修保养好,116.297148,39.978293
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,21000,http://bj.zufang.leju.com/detail/273031217/#zn=pc-house-28,万城华府万泉新新家园 南北通透三居室 景观好安静+车位,116.305484,39.977816
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",Studio,8.1,http://bj.zufang.leju.com/detail/273024556/#zn=pc-house-29,望京来广营整栋新项目交通便利太*园区强势招租,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",3,9600,http://bj.zufang.leju.com/detail/273028486/#zn=pc-house-32,牡丹园 北太平庄马甸公园月季园马甸西路玉兰园拎包入住,None,None
China,北京,Beijing,海淀,Haidian,"Haidian, Beijing",2,9600,http://bj.zufang.leju.com/detail/273028401/#zn=pc-house-33,牡丹园北里花园路龙翔路 华盛家园 随时看房随时看房拎包入住,None,None
