NAME0,NAME1,NAME1_pinyin,NAME2,NAME2_pinyin,NAME3,LINK
China,合肥,hefei,蜀山区,None,None,//hf.zufang.leju.com/house/a1759/
China,合肥,hefei,高新区,None,None,//hf.zufang.leju.com/house/a1779/
China,合肥,hefei,新站区,None,None,//hf.zufang.leju.com/house/a1786/
China,合肥,hefei,经开区,None,None,//hf.zufang.leju.com/house/a1799/
China,合肥,hefei,政务区,None,None,//hf.zufang.leju.com/house/a1810/
China,合肥,hefei,滨湖新区,None,None,//hf.zufang.leju.com/house/a1815/
China,合肥,hefei,合肥周边,None,None,//hf.zufang.leju.com/house/a1817/
China,合肥,hefei,巢湖市,None,None,//hf.zufang.leju.com/house/a1821/
China,芜湖,wuhu,镜湖区,None,None,//wuhu.zufang.leju.com/house/a4629/
China,芜湖,wuhu,弋江区,None,None,//wuhu.zufang.leju.com/house/a4644/
China,芜湖,wuhu,鸠江区,None,None,//wuhu.zufang.leju.com/house/a4651/
China,芜湖,wuhu,三山区,None,None,//wuhu.zufang.leju.com/house/a4657/
China,芜湖,wuhu,芜湖县,None,None,//wuhu.zufang.leju.com/house/a4667/
China,芜湖,wuhu,繁昌县,None,None,//wuhu.zufang.leju.com/house/a4672/
China,芜湖,wuhu,南陵县,None,None,//wuhu.zufang.leju.com/house/a4678/
China,芜湖,wuhu,开发区,None,None,//wuhu.zufang.leju.com/house/a4684/
China,芜湖,wuhu,无为县,None,None,//wuhu.zufang.leju.com/house/a4691/
China,宣城,xuancheng,宣州区,None,None,//xuancheng.zufang.leju.com/house/a13807/
China,宣城,xuancheng,郎溪县,None,None,//xuancheng.zufang.leju.com/house/a13809/
China,宣城,xuancheng,广德县,None,None,//xuancheng.zufang.leju.com/house/a13811/
China,宣城,xuancheng,泾县,None,None,//xuancheng.zufang.leju.com/house/a13813/
China,宣城,xuancheng,绩溪县,None,None,//xuancheng.zufang.leju.com/house/a13815/
China,宣城,xuancheng,旌德县,None,None,//xuancheng.zufang.leju.com/house/a13817/
China,宣城,xuancheng,宁国市,None,None,//xuancheng.zufang.leju.com/house/a13819/
China,宿州,suzhou,埇桥区,None,None,//szh.zufang.leju.com/house/a13841/
China,宿州,suzhou,砀山县,None,None,//szh.zufang.leju.com/house/a13843/
China,宿州,suzhou,萧县,None,None,//szh.zufang.leju.com/house/a13845/
China,宿州,suzhou,灵璧县,None,None,//szh.zufang.leju.com/house/a13847/
China,宿州,suzhou,泗县,None,None,//szh.zufang.leju.com/house/a13849/
China,铜陵,tongling,铜官山区,None,None,//tongling.zufang.leju.com/house/a14392/
China,铜陵,tongling,狮子山区,None,None,//tongling.zufang.leju.com/house/a14394/
China,铜陵,tongling,经济开发区,None,None,//tongling.zufang.leju.com/house/a14396/
China,铜陵,tongling,铜陵县,None,None,//tongling.zufang.leju.com/house/a14398/
China,铜陵,tongling,郊区,None,None,//tongling.zufang.leju.com/house/a14400/
China,马鞍山,maanshan,当涂县,None,None,//mas.zufang.leju.com/house/a15553/
China,马鞍山,maanshan,花山区,None,None,//mas.zufang.leju.com/house/a15555/
China,马鞍山,maanshan,雨山区,None,None,//mas.zufang.leju.com/house/a15557/
China,马鞍山,maanshan,金家庄,None,None,//mas.zufang.leju.com/house/a15559/
China,马鞍山,maanshan,开发区,None,None,//mas.zufang.leju.com/house/a15561/
China,马鞍山,maanshan,佳山,None,None,//mas.zufang.leju.com/house/a15563/
China,马鞍山,maanshan,向山,None,None,//mas.zufang.leju.com/house/a15565/
China,马鞍山,maanshan,慈湖,None,None,//mas.zufang.leju.com/house/a15567/
China,六安,luan,金安区,None,None,//la.zufang.leju.com/house/a15690/
China,六安,luan,裕安区,None,None,//la.zufang.leju.com/house/a15692/
China,六安,luan,霍邱县,None,None,//la.zufang.leju.com/house/a15694/
China,六安,luan,舒城县,None,None,//la.zufang.leju.com/house/a15696/
China,六安,luan,金寨县,None,None,//la.zufang.leju.com/house/a15698/
China,六安,luan,霍山县,None,None,//la.zufang.leju.com/house/a15700/
China,黄山,huangshan,屯溪区,None,None,//huangshan.zufang.leju.com/house/a16724/
China,黄山,huangshan,黄山区,None,None,//huangshan.zufang.leju.com/house/a16726/
China,黄山,huangshan,徽州区,None,None,//huangshan.zufang.leju.com/house/a16728/
China,黄山,huangshan,歙县,None,None,//huangshan.zufang.leju.com/house/a16730/
China,黄山,huangshan,休宁县,None,None,//huangshan.zufang.leju.com/house/a16732/
China,黄山,huangshan,黟县,None,None,//huangshan.zufang.leju.com/house/a16734/
China,黄山,huangshan,祁门县,None,None,//huangshan.zufang.leju.com/house/a16736/
China,淮南,huainan,田家庵,None,None,//huainan.zufang.leju.com/house/a16760/
China,淮南,huainan,大通,None,None,//huainan.zufang.leju.com/house/a16768/
China,淮南,huainan,谢家集,None,None,//huainan.zufang.leju.com/house/a16772/
China,淮南,huainan,八公山,None,None,//huainan.zufang.leju.com/house/a16775/
China,淮南,huainan,凤台,None,None,//huainan.zufang.leju.com/house/a16778/
China,淮南,huainan,潘集,None,None,//huainan.zufang.leju.com/house/a16784/
China,淮南,huainan,毛集实验区,None,None,//huainan.zufang.leju.com/house/a16786/
China,淮南,huainan,经济开发区,None,None,//huainan.zufang.leju.com/house/a16788/
China,淮南,huainan,寿县,None,None,//huainan.zufang.leju.com/house/a16790/
China,淮北,huaibei,杜集区,None,None,//huaibei.zufang.leju.com/house/a16794/
China,淮北,huaibei,相山区,None,None,//huaibei.zufang.leju.com/house/a16796/
China,淮北,huaibei,烈山区,None,None,//huaibei.zufang.leju.com/house/a16798/
China,淮北,huaibei,濉溪县,None,None,//huaibei.zufang.leju.com/house/a16800/
China,阜阳,fuyang,颍州区,None,None,//fuyang.zufang.leju.com/house/a17237/
China,阜阳,fuyang,颍泉区,None,None,//fuyang.zufang.leju.com/house/a17249/
China,阜阳,fuyang,颍东区,None,None,//fuyang.zufang.leju.com/house/a17260/
China,阜阳,fuyang,经济开发区,None,None,//fuyang.zufang.leju.com/house/a17267/
China,阜阳,fuyang,城南新区,None,None,//fuyang.zufang.leju.com/house/a17273/
China,阜阳,fuyang,界首,None,None,//fuyang.zufang.leju.com/house/a25365/
China,阜阳,fuyang,阜南,None,None,//fuyang.zufang.leju.com/house/a25366/
China,阜阳,fuyang,太和,None,None,//fuyang.zufang.leju.com/house/a25367/
China,阜阳,fuyang,颍上,None,None,//fuyang.zufang.leju.com/house/a25368/
China,阜阳,fuyang,临泉,None,None,//fuyang.zufang.leju.com/house/a25369/
China,滁州,chuzhou,琅琊区,None,None,//chuzhou.zufang.leju.com/house/a17559/
China,滁州,chuzhou,南谯区,None,None,//chuzhou.zufang.leju.com/house/a17564/
China,滁州,chuzhou,明光市,None,None,//chuzhou.zufang.leju.com/house/a17567/
China,滁州,chuzhou,全椒县,None,None,//chuzhou.zufang.leju.com/house/a17569/
China,滁州,chuzhou,来安县,None,None,//chuzhou.zufang.leju.com/house/a17571/
China,滁州,chuzhou,凤阳县,None,None,//chuzhou.zufang.leju.com/house/a17573/
China,滁州,chuzhou,定远县,None,None,//chuzhou.zufang.leju.com/house/a17575/
China,滁州,chuzhou,天长市,None,None,//chuzhou.zufang.leju.com/house/a17577/
China,滁州,chuzhou,滁州周边,None,None,//chuzhou.zufang.leju.com/house/a17579/
China,池州,chizhou,贵池区,None,None,//chizhou.zufang.leju.com/house/a17628/
China,池州,chizhou,青阳县,None,None,//chizhou.zufang.leju.com/house/a17633/
China,池州,chizhou,东至县,None,None,//chizhou.zufang.leju.com/house/a17636/
China,池州,chizhou,石台县,None,None,//chizhou.zufang.leju.com/house/a17639/
China,巢湖,chaohu,居巢区,None,None,//chaohu.zufang.leju.com/house/a17738/
China,巢湖,chaohu,庐江县,None,None,//chaohu.zufang.leju.com/house/a17740/
China,巢湖,chaohu,含山县,None,None,//chaohu.zufang.leju.com/house/a17742/
China,巢湖,chaohu,无为县,None,None,//chaohu.zufang.leju.com/house/a17744/
China,巢湖,chaohu,和县,None,None,//chaohu.zufang.leju.com/house/a17746/
China,亳州,bozhou,谯城区,None,None,//bozhou.zufang.leju.com/house/a17824/
China,亳州,bozhou,涡阳县,None,None,//bozhou.zufang.leju.com/house/a17826/
China,亳州,bozhou,蒙城县,None,None,//bozhou.zufang.leju.com/house/a17828/
China,亳州,bozhou,利辛县,None,None,//bozhou.zufang.leju.com/house/a17830/
China,蚌埠,bengbu,蚌山,None,None,//bengbu.zufang.leju.com/house/a17938/
China,蚌埠,bengbu,龙子湖,None,None,//bengbu.zufang.leju.com/house/a17951/
China,蚌埠,bengbu,禹会,None,None,//bengbu.zufang.leju.com/house/a17956/
China,蚌埠,bengbu,淮上,None,None,//bengbu.zufang.leju.com/house/a17958/
China,蚌埠,bengbu,新城区,None,None,//bengbu.zufang.leju.com/house/a17963/
China,蚌埠,bengbu,怀远,None,None,//bengbu.zufang.leju.com/house/a17965/
China,蚌埠,bengbu,五河,None,None,//bengbu.zufang.leju.com/house/a17967/
China,蚌埠,bengbu,固镇,None,None,//bengbu.zufang.leju.com/house/a17969/
China,安庆,anqing,迎江区,None,None,//anqing.zufang.leju.com/house/a18126/
China,安庆,anqing,大观区,None,None,//anqing.zufang.leju.com/house/a18128/
China,安庆,anqing,宜秀区,None,None,//anqing.zufang.leju.com/house/a18130/
China,安庆,anqing,怀宁县,None,None,//anqing.zufang.leju.com/house/a18132/
China,安庆,anqing,枞阳县,None,None,//anqing.zufang.leju.com/house/a18134/
China,安庆,anqing,潜山县,None,None,//anqing.zufang.leju.com/house/a18136/
China,安庆,anqing,太湖县,None,None,//anqing.zufang.leju.com/house/a18138/
China,安庆,anqing,宿松县,None,None,//anqing.zufang.leju.com/house/a18140/
China,安庆,anqing,望江县,None,None,//anqing.zufang.leju.com/house/a18142/
China,安庆,anqing,岳西县,None,None,//anqing.zufang.leju.com/house/a18144/
China,安庆,anqing,桐城市,None,None,//anqing.zufang.leju.com/house/a18146/
China,福州,fuzhou,鼓楼,None,None,//fz.zufang.leju.com/house/a1131/
China,福州,fuzhou,仓山,None,None,//fz.zufang.leju.com/house/a1150/
China,福州,fuzhou,晋安,None,None,//fz.zufang.leju.com/house/a1167/
China,福州,fuzhou,马尾,None,None,//fz.zufang.leju.com/house/a1182/
China,福州,fuzhou,闽侯县,None,None,//fz.zufang.leju.com/house/a1187/
China,福州,fuzhou,台江,None,None,//fz.zufang.leju.com/house/a1193/
China,福州,fuzhou,长乐市,None,None,//fz.zufang.leju.com/house/a1207/
China,福州,fuzhou,平潭县,None,None,//fz.zufang.leju.com/house/a1211/
China,福州,fuzhou,福清,None,None,//fz.zufang.leju.com/house/a12345/
China,福州,fuzhou,永泰,None,None,//fz.zufang.leju.com/house/a12346/
China,福州,fuzhou,罗源,None,None,//fz.zufang.leju.com/house/a12347/
China,福州,fuzhou,连江,None,None,//fz.zufang.leju.com/house/a12348/
China,厦门,xiamen,海沧,None,None,//xm.zufang.leju.com/house/a4776/
China,厦门,xiamen,湖里,None,None,//xm.zufang.leju.com/house/a4785/
China,厦门,xiamen,集美,None,None,//xm.zufang.leju.com/house/a4799/
China,厦门,xiamen,思明,None,None,//xm.zufang.leju.com/house/a4802/
China,厦门,xiamen,同安,None,None,//xm.zufang.leju.com/house/a4827/
China,厦门,xiamen,翔安,None,None,//xm.zufang.leju.com/house/a4832/
China,厦门,xiamen,漳州,None,None,//xm.zufang.leju.com/house/a4837/
China,厦门,xiamen,泉州,None,None,//xm.zufang.leju.com/house/a4839/
China,厦门,xiamen,龙岩,None,None,//xm.zufang.leju.com/house/a4841/
China,漳州,zhangzhou,芗城区,None,None,//zhangzhou.zufang.leju.com/house/a13275/
China,漳州,zhangzhou,龙文区,None,None,//zhangzhou.zufang.leju.com/house/a13286/
China,漳州,zhangzhou,龙海市,None,None,//zhangzhou.zufang.leju.com/house/a13291/
China,漳州,zhangzhou,漳浦县,None,None,//zhangzhou.zufang.leju.com/house/a13296/
China,漳州,zhangzhou,平和县,None,None,//zhangzhou.zufang.leju.com/house/a13298/
China,漳州,zhangzhou,东山县,None,None,//zhangzhou.zufang.leju.com/house/a13300/
China,漳州,zhangzhou,长泰县,None,None,//zhangzhou.zufang.leju.com/house/a13302/
China,漳州,zhangzhou,华安县,None,None,//zhangzhou.zufang.leju.com/house/a13304/
China,漳州,zhangzhou,诏安县,None,None,//zhangzhou.zufang.leju.com/house/a13306/
China,漳州,zhangzhou,云霄县,None,None,//zhangzhou.zufang.leju.com/house/a13308/
China,漳州,zhangzhou,南靖县,None,None,//zhangzhou.zufang.leju.com/house/a13310/
China,三明,sanming,永安市,None,None,//sanming.zufang.leju.com/house/a14893/
China,三明,sanming,三元区,None,None,//sanming.zufang.leju.com/house/a14895/
China,三明,sanming,梅列区,None,None,//sanming.zufang.leju.com/house/a14897/
China,三明,sanming,沙县,None,None,//sanming.zufang.leju.com/house/a14899/
China,三明,sanming,建宁县,None,None,//sanming.zufang.leju.com/house/a14901/
China,三明,sanming,尤溪县,None,None,//sanming.zufang.leju.com/house/a14903/
China,三明,sanming,明溪县,None,None,//sanming.zufang.leju.com/house/a14905/
China,三明,sanming,清流县,None,None,//sanming.zufang.leju.com/house/a14907/
China,三明,sanming,宁化县,None,None,//sanming.zufang.leju.com/house/a14909/
China,三明,sanming,大田县,None,None,//sanming.zufang.leju.com/house/a14911/
China,三明,sanming,泰宁县,None,None,//sanming.zufang.leju.com/house/a14913/
China,三明,sanming,将乐县,None,None,//sanming.zufang.leju.com/house/a14915/
China,泉州,quanzhou,丰泽,None,None,//quanzhou.zufang.leju.com/house/a18814/
China,泉州,quanzhou,泉港,None,None,//quanzhou.zufang.leju.com/house/a18804/
China,泉州,quanzhou,惠安,None,None,//quanzhou.zufang.leju.com/house/a18806/
China,泉州,quanzhou,永春,None,None,//quanzhou.zufang.leju.com/house/a18808/
China,泉州,quanzhou,德化,None,None,//quanzhou.zufang.leju.com/house/a18810/
China,泉州,quanzhou,金门,None,None,//quanzhou.zufang.leju.com/house/a18812/
China,泉州,quanzhou,洛江,None,None,//quanzhou.zufang.leju.com/house/a18830/
China,泉州,quanzhou,晋江市,None,None,//quanzhou.zufang.leju.com/house/a18832/
China,泉州,quanzhou,鲤城,None,None,//quanzhou.zufang.leju.com/house/a18834/
China,泉州,quanzhou,安溪县,None,None,//quanzhou.zufang.leju.com/house/a18844/
China,泉州,quanzhou,石狮市,None,None,//quanzhou.zufang.leju.com/house/a18846/
China,泉州,quanzhou,其他,None,None,//quanzhou.zufang.leju.com/house/a18848/
China,莆田,putian,市中心片区,None,None,//putian.zufang.leju.com/house/a15193/
China,莆田,putian,城东片区,None,None,//putian.zufang.leju.com/house/a15202/
China,莆田,putian,城南片区,None,None,//putian.zufang.leju.com/house/a15208/
China,莆田,putian,城北片区,None,None,//putian.zufang.leju.com/house/a15214/
China,莆田,putian,仙游县,None,None,//putian.zufang.leju.com/house/a15219/
China,莆田,putian,涵江区,None,None,//putian.zufang.leju.com/house/a15221/
China,莆田,putian,秀屿区,None,None,//putian.zufang.leju.com/house/a15223/
China,莆田,putian,黄石,None,None,//putian.zufang.leju.com/house/a15225/
China,莆田,putian,西天尾,None,None,//putian.zufang.leju.com/house/a15227/
China,莆田,putian,城厢区,None,None,//putian.zufang.leju.com/house/a15229/
China,莆田,putian,荔城区,None,None,//putian.zufang.leju.com/house/a15231/
China,宁德,ningde,东侨区,None,None,//ningde.zufang.leju.com/house/a15297/
China,宁德,ningde,蕉城区,None,None,//ningde.zufang.leju.com/house/a15304/
China,宁德,ningde,福安市,None,None,//ningde.zufang.leju.com/house/a15310/
China,宁德,ningde,福鼎市,None,None,//ningde.zufang.leju.com/house/a15312/
China,宁德,ningde,霞浦县,None,None,//ningde.zufang.leju.com/house/a15314/
China,宁德,ningde,古田县,None,None,//ningde.zufang.leju.com/house/a15316/
China,宁德,ningde,柘荣县,None,None,//ningde.zufang.leju.com/house/a15318/
China,宁德,ningde,周宁县,None,None,//ningde.zufang.leju.com/house/a15320/
China,宁德,ningde,屏南县,None,None,//ningde.zufang.leju.com/house/a15322/
China,宁德,ningde,寿宁县,None,None,//ningde.zufang.leju.com/house/a15324/
China,南平,nanping,延平区,None,None,//nanping.zufang.leju.com/house/a15376/
China,南平,nanping,建阳区,None,None,//nanping.zufang.leju.com/house/a15386/
China,南平,nanping,武夷山,None,None,//nanping.zufang.leju.com/house/a15393/
China,南平,nanping,建瓯市,None,None,//nanping.zufang.leju.com/house/a15395/
China,南平,nanping,邵武市,None,None,//nanping.zufang.leju.com/house/a15397/
China,南平,nanping,政和县,None,None,//nanping.zufang.leju.com/house/a15399/
China,南平,nanping,顺昌县,None,None,//nanping.zufang.leju.com/house/a15401/
China,南平,nanping,松溪县,None,None,//nanping.zufang.leju.com/house/a15403/
China,南平,nanping,蒲城县,None,None,//nanping.zufang.leju.com/house/a15405/
China,南平,nanping,光泽县,None,None,//nanping.zufang.leju.com/house/a15407/
China,龙岩,longyan,新罗区,None,None,//longyan.zufang.leju.com/house/a15655/
China,龙岩,longyan,永定县,None,None,//longyan.zufang.leju.com/house/a15662/
China,龙岩,longyan,上杭县,None,None,//longyan.zufang.leju.com/house/a15664/
China,龙岩,longyan,武平县,None,None,//longyan.zufang.leju.com/house/a15666/
China,龙岩,longyan,长汀县,None,None,//longyan.zufang.leju.com/house/a15668/
China,龙岩,longyan,连城县,None,None,//longyan.zufang.leju.com/house/a15670/
China,龙岩,longyan,漳平市,None,None,//longyan.zufang.leju.com/house/a15672/
China,兰州,lanzhou,城关,None,None,//lanzhou.zufang.leju.com/house/a2233/
China,兰州,lanzhou,七里河,None,None,//lanzhou.zufang.leju.com/house/a2252/
China,兰州,lanzhou,安宁,None,None,//lanzhou.zufang.leju.com/house/a2227/
China,兰州,lanzhou,西固,None,None,//lanzhou.zufang.leju.com/house/a2258/
China,兰州,lanzhou,新区,None,None,//lanzhou.zufang.leju.com/house/a25225/
China,兰州,lanzhou,兰州周边,None,None,//lanzhou.zufang.leju.com/house/a25203/
China,武威,wuwei,凉州区,None,None,//wuwei.zufang.leju.com/house/a14222/
China,武威,wuwei,民勤县,None,None,//wuwei.zufang.leju.com/house/a14224/
China,武威,wuwei,古浪县,None,None,//wuwei.zufang.leju.com/house/a14226/
China,武威,wuwei,天祝藏族自治县,None,None,//wuwei.zufang.leju.com/house/a14228/
China,庆阳,qingyang,西峰区,None,None,//qingyang.zufang.leju.com/house/a18148/
China,庆阳,qingyang,庆城县,None,None,//qingyang.zufang.leju.com/house/a18163/
China,庆阳,qingyang,环县,None,None,//qingyang.zufang.leju.com/house/a18172/
China,庆阳,qingyang,华池县,None,None,//qingyang.zufang.leju.com/house/a18177/
China,庆阳,qingyang,合水县,None,None,//qingyang.zufang.leju.com/house/a18186/
China,庆阳,qingyang,正宁县,None,None,//qingyang.zufang.leju.com/house/a18192/
China,庆阳,qingyang,宁县,None,None,//qingyang.zufang.leju.com/house/a18202/
China,庆阳,qingyang,镇原县,None,None,//qingyang.zufang.leju.com/house/a18210/
China,天水,tianshui,秦州区,None,None,//tianshui.zufang.leju.com/house/a18336/
China,天水,tianshui,麦积区,None,None,//tianshui.zufang.leju.com/house/a18338/
China,天水,tianshui,清水县,None,None,//tianshui.zufang.leju.com/house/a18340/
China,天水,tianshui,秦安县,None,None,//tianshui.zufang.leju.com/house/a18342/
China,天水,tianshui,甘谷县,None,None,//tianshui.zufang.leju.com/house/a18344/
China,天水,tianshui,武山县,None,None,//tianshui.zufang.leju.com/house/a18346/
China,天水,tianshui,张家川县,None,None,//tianshui.zufang.leju.com/house/a18348/
China,酒泉,jiuquan,肃州区,None,None,//jiuquan.zufang.leju.com/house/a18401/
China,酒泉,jiuquan,敦煌市,None,None,//jiuquan.zufang.leju.com/house/a18414/
China,酒泉,jiuquan,瓜州县,None,None,//jiuquan.zufang.leju.com/house/a18420/
China,酒泉,jiuquan,金塔县,None,None,//jiuquan.zufang.leju.com/house/a18428/
China,酒泉,jiuquan,玉门市,None,None,//jiuquan.zufang.leju.com/house/a18433/
China,酒泉,jiuquan,肃北蒙古族自治县,None,None,//jiuquan.zufang.leju.com/house/a18437/
China,酒泉,jiuquan,阿克塞哈萨克族自治县,None,None,//jiuquan.zufang.leju.com/house/a18440/
China,张掖,zhangye,肃南裕固族自治县,None,None,//zhangye.zufang.leju.com/house/a18442/
China,张掖,zhangye,甘州区,None,None,//zhangye.zufang.leju.com/house/a18444/
China,张掖,zhangye,民乐县,None,None,//zhangye.zufang.leju.com/house/a18446/
China,张掖,zhangye,临泽县,None,None,//zhangye.zufang.leju.com/house/a18448/
China,张掖,zhangye,高台县,None,None,//zhangye.zufang.leju.com/house/a18450/
China,张掖,zhangye,山丹县,None,None,//zhangye.zufang.leju.com/house/a18452/
China,白银,baiyin,白银区,None,None,//baiyin.zufang.leju.com/house/a18522/
China,白银,baiyin,平川区,None,None,//baiyin.zufang.leju.com/house/a18524/
China,白银,baiyin,靖远县,None,None,//baiyin.zufang.leju.com/house/a18526/
China,白银,baiyin,会宁县,None,None,//baiyin.zufang.leju.com/house/a18528/
China,白银,baiyin,景泰县,None,None,//baiyin.zufang.leju.com/house/a18530/
China,广州,guangzhou,白云,None,None,//gz.zufang.leju.com/house/a1337/
China,广州,guangzhou,番禺,None,None,//gz.zufang.leju.com/house/a1359/
China,广州,guangzhou,海珠,None,None,//gz.zufang.leju.com/house/a1381/
China,广州,guangzhou,花都,None,None,//gz.zufang.leju.com/house/a1406/
China,广州,guangzhou,黄埔,None,None,//gz.zufang.leju.com/house/a1420/
China,广州,guangzhou,荔湾,None,None,//gz.zufang.leju.com/house/a1423/
China,广州,guangzhou,南沙,None,None,//gz.zufang.leju.com/house/a1442/
China,广州,guangzhou,天河,None,None,//gz.zufang.leju.com/house/a1449/
